"iso3","iso2","imfn","country","income","indicator_code","year_1960","year_1961","year_1962","year_1963","year_1964","year_1965","year_1966","year_1967","year_1968","year_1969","year_1970","year_1971","year_1972","year_1973","year_1974","year_1975","year_1976","year_1977","year_1978","year_1979","year_1980","year_1981","year_1982","year_1983","year_1984","year_1985","year_1986","year_1987","year_1988","year_1989","year_1990","year_1991","year_1992","year_1993","year_1994","year_1995","year_1996","year_1997","year_1998","year_1999","year_2000","year_2001","year_2002","year_2003","year_2004","year_2005","year_2006","year_2007","year_2008","year_2009","year_2010","year_2011","year_2012","year_2013","year_2014","year_2015","year_2016","year_2017","year_2018","year_2019","year_2020","year_2021"
"PSE","PS",487,"West Bank and Gaza","Lower middle income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSE","PS",487,"West Bank and Gaza","Lower middle income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.425692,8.555336,8.339494,9.104587,8.240969,8.34202,8.432729,9.394264,9.729587,10.02234,10.30062,10.30067,11.58902,11.80905,11.77421,11.50142,11.47516,10.99131,10.77488,10.50538,10.24479,9.576811,NA
"PSE","PS",487,"West Bank and Gaza","Lower middle income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF","PF",887,"French Polynesia","High income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF","PF",887,"French Polynesia","High income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF","PF",887,"French Polynesia","High income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF","PF",887,"French Polynesia","High income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF","PF",887,"French Polynesia","High income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF","PF",887,"French Polynesia","High income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QAT","QA",453,"Qatar","High income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685.14792,720.51737,683.22457,635.54865,620.78921,574.59641,563.40389,579.05715,580.68884,621.9291,614.10742,666.5436,701.36891,736.50384,753.24665,773.09999,777.90496,NA
"QAT","QA",453,"Qatar","High income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.487186,20.219104,18.55954,17.775399,17.653414,17.393406,17.129419,12.43308,12.313987,11.532758,13.22729,10.580657,11.323711,9.1233287,7.1932844,9.4400343,10.087995,NA
"QAT","QA",453,"Qatar","High income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.989434,53.868416,51.727235,49.61485,44.011506,45.963298,49.038372,48.489013,55.59634,57.072365,56.38015,57.855936,58.534877,56.946545,55.55045,54.842104,53.65527,NA
"QAT","QA",453,"Qatar","High income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,97.67254,96.65774,95.5181,95.45957,96.34003,96.98897,97.51479,100,99.89166,99.91181,99.93639,99.93703,99.93289,100,NA
"QAT","QA",453,"Qatar","High income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.93032,26.587,23.164,20.63008,19.125,17.975,17.48535,16.75951,16.57638,16.51542,16.53676,16.59563,16.31344,NA
"QAT","QA",453,"Qatar","High income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.78371,-30.25757,26.51155,23.96359,9.437887,16.15793,37.02919,-3.227249,-10.00223,-5.279521,4.438377,11.25988,-3.830226,17.26086
"ROU","RO",968,"Romania","High income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROU","RO",968,"Romania","High income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.725866,36.211198,35.436942,35.267243,33.197116,31.64009,30.742123,28.717341,28.019507,26.680982,25.582452,23.656785,22.562111,NA
"ROU","RO",968,"Romania","High income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.290554,24.236953,33.681342,42.192987,53.315647,56.509739,59.239448,64.897388,65.027048,63.897085,65.124057,68.65398,66.775124,66.832267,64.709986,64.391213,62.794601,NA
"ROU","RO",968,"Romania","High income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.82714,84.48891,81.00775,83.43636,81.86573,83.5438,85.43848,82.32729,81.17838,78.22226,71.14391,72.98308,74.94982,74.30551,78.27943,76.79102,76.3005,80.98511,79.97799,80.43067,83.5656,83.95538
"ROU","RO",968,"Romania","High income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.369694,5.598173,5.428968,4.856754,2.71101,2.761097,2.642029,2.563894,2.767395,2.500736,2.585838,3.018813,3.338654,3.605495,3.821809,3.838861,4.053305,4.068516,4.13815,4.263469,4.390283,4.364801,4.181368,4.206149,NA
"ROU","RO",968,"Romania","High income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUS","RU",922,"Russian Federation","Upper middle income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUS","RU",922,"Russian Federation","Upper middle income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.755166,28.431553,30.356197,33.637759,35.572384,34.643009,35.060831,36.745302,38.25308,38.521885,37.037062,32.926774,30.132942,29.232989,26.260587,25.63343,24.589583,NA
"RUS","RU",922,"Russian Federation","Upper middle income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.233222,22.818019,32.435872,45.026715,61.629771,72.425371,95.585365,117.00052,142.13874,156.61021,185.40671,172.73887,168.74665,164.03982,161.11086,165.45814,164.93415,NA
"RUS","RU",922,"Russian Federation","Upper middle income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.80606,52.47216,60.4724,44.68986,36.63596,39.66632,34.88822,32.46138,29.93835,37.37774,37.75468,36.8982,39.95238,38.73808,42.22034,63.00825,61.22675,64.65032,67.76125,66.45376,68.14799,69.81435
"RUS","RU",922,"Russian Federation","Upper middle income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3502656,0.5323166,2.291479,1.619869,0.2907068,0.2776446,NA,0.14325,0.1438588,0.3922743,1.838939,2.859774,2.884639,3.767923,4.14551,3.930158,3.851936,3.892209,3.735287,2.039082,1.818727,1.766101,1.741884,1.676569,1.591731,1.529646,1.475005,1.478416,NA
"RUS","RU",922,"Russian Federation","Upper middle income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.11611,4.834083,14.48678,78.87629,28.92896,14.83927,2.187406,-53.50716,42.42755,20.13818,20.11827,-9.210217,-4.640927,-0.9361223,0.9304636,-0.3107702,16.27472,7.873135,13.42071,-2.543628,13.11667,1.41672,0,0,0,0
"RWA","RW",714,"Rwanda","Low income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5966456,8.9331534,10.729439,24.313031,192.62558,221.00758,272.11712,173.25891,212.99097,216.87182,169.75129,148.01762,191.87108,206.56986,266.29232,261.17641,285.49228,NA
"RWA","RW",714,"Rwanda","Low income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40251394,0.78498712,0.74472861,1.0952819,4.6727421,4.9967206,4.9922807,5.5556845,5.7255506,6.0662833,5.9409524,6.2183567,6.2755717,6.1765696,5.7690854,5.3249495,4.5921741,NA
"RWA","RW",714,"Rwanda","Low income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04025139,0.23549614,0.22914726,0.2970256,0.39691245,0.82402059,1.4312341,2.7695502,4.709467,5.2355003,5.621055,5.6261323,5.7442304,5.6606936,5.1867599,5.0356929,4.2605171,NA
"RWA","RW",714,"Rwanda","Low income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,83.09283,90.8148,91.17262,100,93.23086,100,79.56977,82.08713,76.5349,74.85297,75.92616,76.6896,77.28133
"RWA","RW",714,"Rwanda","Low income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316783,NA,NA
"RWA","RW",714,"Rwanda","Low income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAU","SA",456,"Saudi Arabia","High income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69665.299,82359.255,98451.162,106486.14,122252.53,134632.67,133325.54,137190.72,137123.09,148394.21,166031.76,191738.52,206418.4,218936.88,223994.6,238656.64,254461.62,273253.87
"SAU","SA",456,"Saudi Arabia","High income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1423.8176,1403.8191,1436.75,1462.5346,1479.4033,1547.9004,1579.1691,1598.2304,1613.4179,1649.8549,1748.4729,1780.5152,1784.2001,1777.943,1737.0013,1688.7439,1597.4116,1501.2199
"SAU","SA",456,"Saudi Arabia","High income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4758.4264,5202.5219,6692.7227,8052.4804,9206.6713,10007.543,10663.31,11267.093,11931.221,12788.909,14020.313,15241.458,15477.2,15491.934,15403.83,15176.993,14335.966,12613.602
"SAU","SA",456,"Saudi Arabia","High income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.61733,80.24574,78.91512,79.47433,77.88551,76.33274,76.3299,78.09638,77.58144,79.78936,80.11323,80.79825,79.88192,79.15385,77.79247,77.32472,77.57673,77.53028,78.26692,82.55296,84.0862,92.86724
"SAU","SA",456,"Saudi Arabia","High income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.118505,3.117117,3.155708,3.233097,3.510446,4.407457,4.905646,5.069413,5.324296,5.30643,5.419328,5.423922,5.466319,5.391315,5.424825,5.679555,5.934233,5.952984,5.945907,NA
"SAU","SA",456,"Saudi Arabia","High income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.02981,6.053395,27.83099,-3.101932,-6.167871,36.02156,9.624916,11.19969,34.14365,71.75796,111.1739,0.4290003,-36.98024,3.450953,-32.8112,13.96307,-0.4475199,9.417609,9.545395,26.60685,-12.0385,-25.47543,11.66984,11.32719,7.117531,-8.497747,36.71605
"SDN","SD",732,"Sudan","Low income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SDN","SD",732,"Sudan","Low income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5584487,2.4349004,2.3681818,2.3689593,2.3731253,2.4991461,2.9249594,3.0194847,3.0551113,3.1582405,3.1968406,3.3177041,3.2643444,3.3182489,3.3657393,NA,NA,NA
"SDN","SD",732,"Sudan","Low income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.48592409,1.0916863,1.5571968,2.0305562,3.4581551,3.6816957,4.0782854,4.2218725,4.3922598,4.719489,5.0778691,5.3895653,6.4178255,NA,NA,NA
"SDN","SD",732,"Sudan","Low income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,99.84033,100,NA,NA,NA,100,92.45979,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SDN","SD",732,"Sudan","Low income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SDN","SD",732,"Sudan","Low income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN","SN",722,"Senegal","Lower middle income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.132,79.689011,87.087088,92.503541,107.94882,95.42186,104.28641,135.45329,134.9063,153.23638,168.35705,165.31044,188.11809,192.99704,201.33788,223.99153,225.50107,NA
"SEN","SN",722,"Senegal","Lower middle income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0123721,2.5485609,2.9629468,3.1408155,3.8086296,3.9917294,4.2444668,4.5526269,4.7852943,4.7038375,4.7589576,5.0966835,5.1356356,5.7582955,5.6046752,5.7648817,5.2224053,NA
"SEN","SN",722,"Senegal","Lower middle income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9931497,4.6749363,4.98358,4.9480258,5.1086972,5.5214071,5.7010266,5.7011696,5.5271402,6.0976775,6.418773,NA
"SEN","SN",722,"Senegal","Lower middle income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.95558,89.83896,82.69202,82.31261,82.0497,80.82133,84.17928,93.0724,91.02013,81.18759,80.36174,76.73459,74.72288,77.47517,77.7764,60.07759,58.86916,56.61801,56.36278,59.20708,100,NA
"SEN","SN",722,"Senegal","Lower middle income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN","SN",722,"Senegal","Lower middle income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SGP","SG",576,"Singapore","High income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980.3717,1973.6655,1984.6625,1999.2398,2003.2006,1997.0432,2040.6003,2079.4634,2105.9101,2144.1085,2176.4075,2185.4408,2200.8475,2226.8648,2268.1399,2316.978,2404.8742,NA
"SGP","SG",576,"Singapore","High income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.455672,11.243672,10.888662,10.451103,9.9751111,9.8749432,9.8252503,9.5957376,9.4243465,9.1141612,9.0061116,8.9540251,8.6820558,8.2202474,8.1272164,7.8196356,7.0191116,NA
"SGP","SG",576,"Singapore","High income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.842913,47.523631,48.057479,50.487666,50.706815,52.854458,59.11182,59.699356,59.223203,58.206833,57.500558,58.04607,55.813216,63.103085,64.593175,58.777261,54.00705,NA
"SGP","SG",576,"Singapore","High income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.29326,100,NA,NA,NA,98.40498,97.14404,96.35596,97.9893,96.47037,96.57127,97.04066,97.15804,94.36916,94.61227,94.08933,92.15283,90.42741,88.3467,90.23062,91.61574,92.22144
"SGP","SG",576,"Singapore","High income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.85735,40.18319,40.66589,42.32059,44.01243,44.28632,44.59134,44.6335,45.76925,46.37912,46.40211,49.22662,52.94916,56.02504,60.66146,91.54595,70.93192,72.46566,77.44917,65.44081,69.21424,81.43227,76.8485,76.86874,115.4362,128.6401,132.2155,104.7402,102.8636,94.02,92.02872,90.80645,89.12573,88.84811,88.71747,88.4871,87.26284,85.42461,86.06169,85.48106,82.40454,80.72733,NA
"SGP","SG",576,"Singapore","High income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.900647,-21.72343,-4.392863,-6.939739,25.9213,16.52674,15.87179,35.08382,-20.34563,-14.96832,30.29064,0.1920188,0.0004764,8.444955,0.4352321,-1.012639,-12.23874,14.97754,2.643685,-3.003823,-15.77025,14.65198
